id;isbn;title;authors;language;avg-rating
5654;;Criminal (Will Trent, #6);Karin Slaughter;eng;4.21
5655;425180964;The Bear and the Dragon (Jack Ryan Universe, #11);Tom Clancy;en-US;3.79
5656;399158987;W is for Wasted (Kinsey Millhone, #23);Sue Grafton;eng;3.86
5657;1584790830;I'm Just Here for the Food: Food + Heat = Cooking;Alton Brown;en-US;4.21
5658;312335288;All Things Wise and Wonderful;James Herriot;;4.39
5659;312934327;Sins of the Night (Dark-Hunter #7);Sherrilyn Kenyon;eng;4.18
5660;1595143998;Shades of Earth (Across the Universe, #3);Beth Revis;eng;4.11
5661;1416509631;Tehanu (Earthsea Cycle, #4);Ursula K. Le Guin;eng;3.89
5662;62217070;Reboot (Reboot, #1);Amy Tintera;eng;3.92
5663;1594486638;Hunger Makes Me a Modern Girl;Carrie Brownstein;eng;3.88
5664;1400067669;Thomas Jefferson: The Art of Power;Jon Meacham;eng;3.99
5665;7113803;Murder in Mesopotamia (Hercule Poirot, #14);Agatha Christie;eng;3.86
5666;553575376;Excession (Culture, #5);Iain M. Banks;en-US;4.19
5667;038079487X;What Looks Like Crazy on an Ordinary Day (Idlewild, #1);Pearl Cleage;eng;3.7
5668;449000621;G is for Gumshoe (Kinsey Millhone, #7);Sue Grafton;eng;3.9
5669;1455521310;King and Maxwell (Sean King & Michelle Maxwell, #6);David Baldacci;eng;4.03
5670;60958340;Love's Executioner and Other Tales of Psychotherapy;Irvin D. Yalom;;4.18
5671;316037885;The Magician's Apprentice (Black Magician, #0.5);Trudi Canavan;eng;3.94
5672;593046315;Reaper's Gale (The Malazan Book of the Fallen, #7);Steven Erikson;eng;4.34
5673;1595541209;The Visitation;Frank E. Peretti;;3.91
5674;1600106951;Locke & Key, Vol. 3: Crown of Shadows;Joe Hill, Gabriel Rodríguez;en-US;4.41
5675;1576751740;Leadership and Self-Deception: Getting Out of the Box;The Arbinger Institute;;4.11
5676;1857230213;The Garden of Rama (Rama, #3);Arthur C. Clarke, Gentry Lee;eng;3.76
5677;031235164X;Blue-Eyed Devil (Travises, #2);Lisa Kleypas;en-US;4.21
5678;140184937;Our Man in Havana;Graham Greene;eng;3.94
5679;140123206X;Batman: The Black Mirror;Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron;eng;4.29
5680;316097543;Kill Me If You Can;James Patterson, Marshall Karp;eng;4.0
5681;;Killers of the Dawn (Cirque Du Freak, #9);Darren Shan;;4.22
5682;515089931;Tramp for the Lord;Corrie ten Boom;;4.47
5683;60278684;If You Take a Mouse to the Movies;Laura Joffe Numeroff, Felicia Bond;;4.16
5684;1423340418;A Lick of Frost (Merry Gentry, #6);Laurell K. Hamilton, Laural Merlington;eng;4.12
5685;99690608;The Abyss;Orson Scott Card, James Cameron;eng;4.06
5686;031262168X;The Witch's Daughter (The Witch's Daughter, #1);Paula Brackston;en-US;3.54
5687;149262344X;The Readers of Broken Wheel Recommend;Katarina Bivald, Alice Menzies;eng;3.56
5688;60004878;Live by Night (Coughlin, #2);Dennis Lehane;eng;3.89
5689;62004042;Until I Die (Revenants, #2);Amy Plum;en-US;4.17
5690;1439192812;The Magic of Reality: How We Know What's Really True;Richard Dawkins, Dave McKean;en-US;4.04
5691;842356290;Remember (Redemption, #2);Karen Kingsbury, Gary Smalley;eng;4.41
5692;316097527;Alex Cross, Run (Alex Cross, #20);James Patterson;;4.03
5693;812979915;Stuff White People Like: A Definitive Guide to the Unique Taste of Millions;Christian Lander;en-US;3.76
5694;425259870;Blood Magick (The Cousins O'Dwyer Trilogy, #3);Nora Roberts;eng;4.06
5695;345348672;The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3);Stephen R. Donaldson;eng;3.99
5696;718149866;The Brightest Star in the Sky;Marian Keyes;en-GB;3.65
5697;62001035;Entwined;Heather Dixon;en-US;3.87
5698;1592407110;Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle;Rachel Dratch;;3.57
5699;307350436;El coronel no tiene quien le escriba;Gabriel García Márquez;spa;3.71
5700;140283358;Waiting for the Barbarians;J.M. Coetzee;eng;3.94
5701;385423608;The Last Seven Months of Anne Frank;Willy Lindwer;;4.34
5702;147670869X;The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution;Walter Isaacson;eng;4.03
5703;1400065593;Kabul Beauty School: An American Woman Goes Behind the Veil;Deborah Rodriguez;eng;3.63
5704;684859238;To Have and Have Not;Ernest Hemingway;eng;3.57
5705;451219597;Jackdaws;Ken Follett;eng;3.91
5706;;حبيبتي بكماء;محمد السالم;ara;3.3
5707;60750863;The System of the World (The Baroque Cycle, #3);Neal Stephenson;en-US;4.3
5708;60734000;Touching Spirit Bear (Spirit Bear, #1);Ben Mikaelsen;eng;3.85
5709;1439142009;The Flamethrowers;Rachel Kushner;eng;3.46
5710;62076108;Twice Tempted (Night Prince, #2);Jeaniene Frost;en-GB;4.3
5711;1439187010;Unorthodox: The Scandalous Rejection of My Hasidic Roots;Deborah Feldman;eng;3.67
5712;62318322;The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5);Kiera Cass;eng;4.03
5713;61914177;Crush It!: Why Now Is the Time to Cash In on Your Passion;Gary Vaynerchuk;en-US;3.85
5714;044101173X;Redemption Ark;Alastair Reynolds;eng;4.13
5715;345485777;The Venetian Betrayal (Cotton Malone, #3);Steve Berry;en-US;3.94
5716;151189781;Collected Poems, 1909-1962;T.S. Eliot;eng;4.29
5717;395957753;The Robe;Lloyd C. Douglas;en-US;4.2
5718;786834277;Beauty and the Beast;Walt Disney Company, Ellen Titlebaum;;4.39
5719;1594486409;The Yonahlossee Riding Camp for Girls;Anton DiSclafani;eng;3.34
5720;1250052386;Lead (Stage Dive, #3);Kylie Scott;eng;4.32
5721;553588370;No Humans Involved (Women of the Otherworld, #7);Kelley Armstrong;eng;4.2
5722;60766247;Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3);Joseph Delaney, Patrick  Arrasmith;;4.12
5723;747538352;The Gift of Fear: Survival Signals That Protect Us from Violence;Gavin de Becker;;4.19
5724;1442406593;Endless Summer (The Boys Next Door, #1-2);Jennifer Echols;eng;4.02
5725;006194436X;Big Nate Strikes Again (Big Nate Novels, #2);Lincoln Peirce;en-US;4.23
5726;778319059;Don't You Cry;Mary Kubica;;3.57
5727;;His Needs, Her Needs: Building an Affair-Proof Marriage;Willard F. Harley Jr.;eng;4.11
5728;515141666;Dance of the Gods (Circle Trilogy, #2);Nora Roberts;eng;4.13
5729;1442402008;Nevermore (Nevermore, #1);Kelly Creagh;en-US;3.87
5730;802131808;The Blind Owl;Sadegh Hedayat, D.P. Costello;en-US;3.99
5731;61906220;Pete the Cat: I Love My White Shoes;Eric Litwin, James Dean;en-US;4.41
5732;307738612;The Ring of Solomon (Bartimaeus, #0.5);Jonathan Stroud, Simon  Jones;eng;4.19
5733;439568471;Welcome to Dead House (Goosebumps, #1);R.L. Stine;en-US;3.82
5734;60837055;The Master Butchers Singing Club;Louise Erdrich;;4.02
5735;765319233;Chronicles of the Black Company (The Chronicles of the Black Company, #1-3);Glen Cook;en-US;4.2
5736;1481438867;Until Friday Night (The Field Party, #1);Abbi Glines;eng;4.01
5737;671774670;Mother of Pearl;Melinda Haynes;en-US;3.67
5738;1501124374;Everyone Brave is Forgiven;Chris Cleave;eng;3.8
5739;553129198;The Great Train Robbery;Michael Crichton;;3.84
5740;739437585;Safe Harbour;Danielle Steel;;4.04
5741;345467515;The Things We Do for Love;Kristin Hannah;en-GB;4.05
5742;765343266;Son of the Shadows (Sevenwaters, #2);Juliet Marillier;eng;4.32
5743;451207793;The Key to Rebecca;Ken Follett;eng;3.86
5744;451233328;Hard Bitten (Chicagoland Vampires, #4);Chloe Neill;en-US;4.17
5745;060961066X;Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family;Ina Garten, Maura McEvoy;eng;4.26
5746;;Vain (The Seven Deadly, #1);Fisher Amelie;eng;4.25
5747;812974417;At the Mountains of Madness;H.P. Lovecraft, China Miéville, S.T. Joshi;eng;3.93
5748;515128554;Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3);Nora Roberts;en-US;4.14
5749;440244498;Veil of Midnight (Midnight Breed, #5);Lara Adrian;eng;4.26
5750;380792648;Subterranean;James Rollins;eng;4.01
5751;375713751;I Don't Know How She Does It;Allison Pearson;en-US;3.3
5752;1563897156;Preacher, Volume 9: Alamo;Garth Ennis, Steve Dillon;eng;4.33
5753;1500453307;The Long Way to a Small, Angry Planet (Wayfarers, #1);Becky  Chambers;eng;4.18
5754;140286802;Collected Fictions;Jorge Luis Borges, Andrew Hurley;eng;4.58
5755;689868235;Valiant (Modern Faerie Tales #2);Holly Black;eng;3.92
5756;743464664;The Russia House;John le Carré;;3.9
5757;1606840592;Raised by Wolves (Raised by Wolves, #1);Jennifer Lynn Barnes;eng;3.94
5758;451219244;Promise Me (Myron Bolitar #8);Harlan Coben;eng;3.96
5759;61720852;Midnight (The Vampire Diaries: The Return, #3);L.J. Smith;en-US;3.78
5760;312934343;Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3);Sherrilyn Kenyon;en-US;4.15
5761;151010986;Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts;Carol Tavris, Elliot Aronson;en-US;3.99
5762;;Abducted (Lizzy Gardner #1);T.R. Ragan;eng;3.94
5763;451197879;Roadwork;Richard Bachman, Stephen King;en-US;3.59
5764;425204049;Valhalla Rising (Dirk Pitt, #16);Clive Cussler;en-US;3.92
5765;60845503;The Third Chimpanzee: The Evolution and Future of the Human Animal;Jared Diamond;eng;4.04
5766;688163181;The Given Day (Coughlin #1);Dennis Lehane;en-US;4.03
5767;613026667;Just Me in the Tub (Mercer Mayer's Little Critter);Gina Mayer, Mercer Mayer;;4.24
5768;62267175;Crush (Crash, #3);Nicole  Williams;en-US;4.24
5769;031608106X;Deadline (Newsflesh Trilogy, #2);Mira Grant;en-US;4.1
5770;525951059;Long Lost  (Myron Bolitar #9);Harlan Coben;eng;3.94
5771;440242916;Faithless (Grant County, #5);Karin Slaughter;en-US;4.11
5772;1430300612;My Stroke of Insight: A Brain Scientist's Personal Journey;Jill Bolte Taylor;en-US;3.86
5773;1582406847;The Walking Dead, Vol. 06: This Sorrowful Life;Robert Kirkman, Charlie Adlard, Cliff Rathburn;eng;4.32
5774;61161535;Inés of My Soul;Isabel Allende, Margaret Sayers Peden;en-US;3.9
5775;425199584;Cold Fire;Dean Koontz;;3.75
5776;031632468X;Frog Music;Emma Donoghue;eng;3.13
5777;1573227951;An Instance of the Fingerpost;Iain Pears;eng;3.93
5778;9797591514;5 cm;Donny Dhirgantoro;ind;3.84
5779;60517123;Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers;Geoffrey A. Moore, Regis McKenna;en-US;4.0
5780;345497457;Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1);Peach-Pit;;4.11
5781;045121577X;The Innocent;Harlan Coben;eng;3.95
5782;586062009;Robots and Empire (Robot #4);Isaac Asimov;eng;4.17
5783;60085495;Island;Aldous Huxley;eng;3.87
5784;375424474;Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body;Neil Shubin;;3.97
5785;573613052;No Exit;Jean-Paul Sartre;eng;4.13
5786;1591841666;The Dip: A Little Book That Teaches You When to Quit (and When to Stick);Seth Godin;;3.83
5787;618982507;Are You My Mother?;Alison Bechdel;eng;3.66
5788;9719234202;ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong);Bob Ong;fil;4.2
5789;1780481012;The Farseer Trilogy (Farseer Trilogy #1-3);Robin Hobb;eng;4.33
5790;312992629;The Blue Bistro;Elin Hilderbrand;en-US;4.0
5791;1250001544;Third Grave Dead Ahead (Charley Davidson, #3);Darynda Jones;eng;4.39
5792;60930314;Identity;Milan Kundera, Linda Asher;eng;3.68
5793;805099247;The Heart of Betrayal (The Remnant Chronicles, #2);Mary E. Pearson;eng;4.32
5794;60856262;First They Killed My Father: A Daughter of Cambodia Remembers;Loung Ung;en-US;4.29
5795;425142485;The Funhouse;Owen  West, Dean Koontz;eng;3.6
5796;074329730X;The Speed of Trust: The One Thing that Changes Everything;Stephen M.R. Covey;en-US;3.97
5797;671004549;You Belong To Me;Mary Higgins Clark;en-US;3.85
5798;552152161;Not Without My Daughter;Betty Mahmoody;eng;4.04
5799;553584529;The Killing Hour (Quincy & Rainie, #4);Lisa Gardner;en-US;4.16
5800;345418514;Castle Roogna (Xanth, #3);Piers Anthony;eng;3.87
5801;671673688;While My Pretty One Sleeps;Mary Higgins Clark;eng;3.88
5802;856761222;Arsenic and Old Lace;Joseph Kesselring;;4.14
5803;61132233;Dance with a Vampire (Vampire Kisses, #4);Ellen Schreiber;eng;4.01
5804;140045295;Sometimes a Great Notion;Ken Kesey;;4.24
5805;590554093;Tris's Book (Circle of Magic, #2);Tamora Pierce;eng;4.07
5806;1439171211;The Moral Landscape: How Science Can Determine Human Values;Sam Harris;en-US;3.9
5807;;The Mill River Recluse;Darcie Chan;eng;3.55
5808;1582344159;Hey Nostradamus!;Douglas Coupland;eng;3.72
5809;802135587;Che Guevara: A Revolutionary Life;Jon Lee Anderson;eng;4.1
5810;;The Secret Hour (Midnighters, #1);Scott Westerfeld;eng;3.8
5811;1250012899;Chosen at Nightfall (Shadow Falls, #5);C.C. Hunter;en-CA;4.37
5812;7235801;Like the Flowing River ;Paulo Coelho;eng;3.93
5813;159038783X;The Candy Shop War (The Candy Shop War, #1);Brandon Mull;;4.03
5814;553588184;Broken (Women of the Otherworld, #6);Kelley Armstrong;eng;4.19
5815;738713708;Lament: The Faerie Queen's Deception (Books of Faerie, #1);Maggie Stiefvater;eng;3.69
5816;140549056;Why Mosquitoes Buzz in People's Ears;Verna Aardema, Leo Dillon, Diane Dillon;;4.01
5817;812993861;Shopaholic to the Stars (Shopaholic, #7);Sophie Kinsella;eng;3.24
5818;399154345;High Noon;Nora Roberts;eng;3.94
5819;1471110672;The Farm;Tom Rob Smith;eng;3.53
5820;1608463869;Men Explain Things to Me;Rebecca Solnit;eng;3.93
5821;;Rock with Me (With Me in Seattle, #4);Kristen Proby;eng;4.3
5822;316044776;The Prince of Mist (Niebla, #1);Carlos Ruiz Zafón, Lucia Graves;eng;3.66
5823;930452895;Driving Miss Daisy;Alfred Uhry;eng;4.24
5824;;Hardpressed (Hacker, #2);Meredith Wild;eng;4.27
5825;749934174;Conspiracy in Death (In Death, #8);J.D. Robb;eng;4.35
5826;375422714;In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6);Alexander McCall Smith;eng;4.07
5827;60885459;The First Four Years  (Little House, #9);Laura Ingalls Wilder, Garth Williams;eng;3.88
5828;1848764561;The Elephant Tree;R.D. Ronald;eng;3.52
5829;743294378;Bones to Ashes (Temperance Brennan, #10);Kathy Reichs;eng;3.92
5830;;Grimm's Fairy Tales;Jacob Grimm, Wilhelm Grimm, منى الخميسي;eng;4.14
5831;;The Definitive Book of Body Language;Allan Pease, Barbara Pease;eng;3.97
5832;;Between the Lines (Between the Lines, #1);Tammara Webber;eng;3.71
5833;316881791;Never Cry Wolf;Farley Mowat;eng;4.19
5834;031612852X;Tick Tock (Michael Bennett, #4);James Patterson, Michael Ledwidge;eng;4.03
5835;184724954X;Cleopatra's Daughter;Michelle Moran;eng;4.11
5836;684859734;Grave Secrets (Temperance Brennan, #5);Kathy Reichs;en-US;3.98
5837;345548485;Shattered (The Iron Druid Chronicles, #7);Kevin Hearne;eng;4.28
5838;765316986;Zoe's Tale (Old Man's War, #4);John Scalzi;eng;3.73
5839;1416543791;The First Commandment (Scot Harvath, #6);Brad Thor;eng;4.22
5840;7144350;Complete Works of Oscar Wilde;Oscar Wilde, Merlin Holland;eng;4.45
5841;;The New Best Recipe;Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay;;4.2
5842;399171622;The Rose & the Dagger (The Wrath & the Dawn, #2);Renee Ahdieh;eng;4.2
5843;553418297;The Fold;Peter Clines;eng;3.82
5844;1250022088;The Nature of the Beast (Chief Inspector Armand Gamache #11);Louise Penny;eng;4.21
5845;60520620;The Proper Care and Feeding of Husbands;Laura C. Schlessinger;;3.71
5846;1595542884;Green: The Beginning and the End (The Circle, #0);Ted Dekker;eng;4.03
5847;;Black Butler, Vol. 3 (Black Butler, #3);Yana Toboso;ind;4.53
5848;031624371X;The Crown Tower (The Riyria Chronicles, #1);Michael J. Sullivan;eng;4.31
5849;1401229697;Daytripper;Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot;eng;4.31
5850;;Club Shadowlands (Masters of the Shadowlands, #1);Cherise Sinclair;eng;3.99
5851;307266761;The Museum of Innocence;Orhan Pamuk, Maureen Freely;eng;3.69
5852;399184511;The Mothers;Brit Bennett;eng;3.87
5853;385031149;Faust;Johann Wolfgang von Goethe, Walter Kaufmann;eng;3.97
5854;62273264;Faking It (Losing It, #2);Cora Carmack;eng;3.96
5855;439545285;Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4);Jenny Nimmo;;3.89
5856;;Accordance (Significance, #2);Shelly Crane;eng;4.28
5857;399256121;Bloodrose (Nightshade #3: Nightshade World #6);Andrea Cremer;eng;4.06
5858;425205959;Cards on the Table (Hercule Poirot, #15);Agatha Christie;eng;3.9
5859;1442449616;Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5);Rachel Renée Russell;eng;4.42
5860;038070952X;Ramona and Her Mother (Ramona, #5);Beverly Cleary;eng;4.08
5861;7119356;Appointment with Death (Hercule Poirot, #19);Agatha Christie;eng;3.84
5862;60734574;Natural Born Charmer (Chicago Stars, #7);Susan Elizabeth Phillips;en-US;4.15
5863;679721886;The Woman Warrior;Maxine Hong Kingston;en-US;3.72
5864;307111547;Three Little Kittens;Masha, Marie Simchow Stern;eng;4.28
5865;872861554;Tales of Ordinary Madness;Charles Bukowski;eng;4.0
5866;;Before Jamaica Lane (On Dublin Street, #3);Samantha Young;eng;4.35
5867;345453751;The Sword of Shannara Trilogy (Shannara, #1-3);Terry Brooks;;3.94
5868;1476776881;Maybe in Another Life;Taylor Jenkins Reid;;3.74
5869;1451697244;Carry On, Warrior: Thoughts on Life Unarmed;Glennon Doyle Melton;eng;4.18
5870;9626344245;The Valley of Fear;Arthur Conan Doyle, David Timson;eng;3.98
5871;515144665;The Pagan Stone (Sign of Seven, #3);Nora Roberts;en-US;4.14
5872;142196584;A Tale of Two Cities / Great Expectations;Charles Dickens;en-US;3.98
5873;671792806;Principle-Centered Leadership;Stephen R. Covey;en-US;4.07
5874;741444569;Monster Hunter International (Monster Hunter International, #1);Larry Correia;eng;4.04
5875;62026542;The Bitter Kingdom (Fire and Thorns, #3);Rae Carson;eng;4.23
5876;141004924;The Teeth of the Tiger (Jack Ryan Universe, #12);Tom Clancy;eng;3.61
5877;034541957X;Moreta: Dragonlady of Pern (Pern, #7);Anne McCaffrey;eng;3.97
5878;307960382;Frosty the Snowman (Frosty the Snowman);Diane Muldrow;;4.34
5879;1563894904;Preacher, Volume 6: War in the Sun;Garth Ennis, Steve Dillon, Peter Snejbjerg;eng;4.34
5880;60841826;The Queen of Attolia (The Queen's Thief, #2);Megan Whalen Turner;;4.23
5881;816638624;A Single Man;Christopher Isherwood;eng;4.11
5882;1455502758;Mortality;Christopher Hitchens;eng;4.12
5883;439672465;Icefire (The Last Dragon Chronicles, #2);Chris d'Lacey;eng;3.9
5884;;Norse Mythology;Neil Gaiman;eng;4.12
5885;684848015;Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany;Stephen E. Ambrose;;4.19
5886;671737821;Honor's Splendour;Julie Garwood;eng;4.22
5887;316175560;Shut Out;Kody Keplinger;en-US;3.76
5888;;Bad Rep (Bad Rep, #1);A. Meredith Walters;en-GB;3.91
5889;786286806;Valley of Silence (Circle Trilogy, #3);Nora Roberts;en-GB;4.2
5890;440421241;The Prophet of Yonwood (Book of Ember, #3);Jeanne DuPrau;en-US;3.25
5891;178089015X;Hope to Die (Alex Cross, #22);James Patterson;eng;4.14
5892;1439159661;Deep Kiss of Winter (Includes: Immortals After Dark, #8: Alien Huntress, #3.5);Kresley Cole, Gena Showalter;en-US;4.23
5893;1416963987;Doll Bones;Holly Black, Eliza Wheeler;eng;3.7
5894;399158022;Red Mist (Kay Scarpetta, #19);Patricia Cornwell;eng;3.75
5895;385344015;I Am Half-Sick of Shadows (Flavia de Luce, #4);Alan Bradley;en-US;4.09
5896;;Wild Man (Dream Man, #2);Kristen Ashley;en-GB;4.21
5897;62351427;Welcome to Night Vale;Joseph Fink, Jeffrey Cranor;eng;3.87
5898;073642198X;Sleeping Beauty: a Little Golden Book (Disney Princess);Michael Teitelbaum, Walt Disney Company;eng;4.32
5899;380815583;An Offer From a Gentleman (Bridgertons, #3);Julia Quinn;en-US;4.08
5900;62327186;Dumplin' (Dumplin', #1);Julie   Murphy;eng;3.87
5901;356502422;Ancillary Mercy (Imperial Radch #3);Ann Leckie;eng;4.2
5902;373775814;The Darkest Surrender  (Lords of the Underworld #8);Gena Showalter;eng;4.42
5903;042518160X;Danse Macabre;Stephen King;eng;3.62
5904;;Seducing Cinderella (Fighting for Love, #1);Gina L. Maxwell;eng;3.94
5905;1400075718;Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7);Alexander McCall Smith;eng;4.06
5906;1860499260;The Vagina Monologues;Eve Ensler, Gloria Steinem;;3.86
5907;375761144;Our Mutual Friend;Charles Dickens;eng;4.07
5908;316926051;A Handful of Dust;Evelyn Waugh;en-US;3.92
5909;842335722;Leota's Garden;Francine Rivers;eng;4.07
5910;385524986;Not My Daughter;Barbara Delinsky;;3.77
5911;312990960;The Book of Illusions;Paul Auster;eng;3.89
5912;440242177;To Tame a Highland Warrior (Highlander, #2);Karen Marie Moning;eng;4.14
5913;316058254;A Mango-Shaped Space;Wendy Mass;eng;4.22
5914;752849522;Quentins;Maeve Binchy;;3.88
5915;037576013X;Daniel Deronda;George Eliot, Edmund White;eng;3.82
5916;316375144;Here's to Us;Elin Hilderbrand;eng;3.73
5917;373774524;Chasing Perfect (Fool's Gold, #1);Susan Mallery;eng;3.89
5918;1401360238;The Debutante Divorcee;Plum Sykes;en-US;3.46
5919;310919797;Life Application Study Bible: NIV;Anonymous, Ronald A. Beers, Ronald A. Beers;eng;4.67
5920;446580287;The Wheel of Darkness (Pendergast, #8);Douglas Preston, Lincoln Child;en-US;3.92
5921;1101886692;Sleeping Giants (Themis Files, #1);Sylvain Neuvel;eng;3.84
5922;1609074602;Blackmoore;Julianne Donaldson;eng;4.17
5923;140120113X;The Sandman: Endless Nights;Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein;eng;4.34
5924;99435136;The First Wives Club;Olivia Goldsmith;eng;3.87
5925;755308441;The Vanishing Act of Esme Lennox;Maggie O'Farrell;eng;3.82
5926;1594482306;The Night Watch;Sarah Waters;en-US;3.67
5927;1250034515;Mightier Than the Sword (The Clifton Chronicles, #5);Jeffrey Archer;eng;4.09
5928;99460173;Blood Canticle (The Vampire Chronicles, #10);Anne Rice;en-GB;3.71
5929;307262995;Nature Girl;Carl Hiaasen;eng;3.61
5930;671743058;Boy's Life;Robert McCammon;eng;4.32
5931;375759018;Adam Bede;George Eliot, Joanna Trollope, Hugh Osborne;;3.77
5932;038548951X;Sister of My Heart;Chitra Banerjee Divakaruni;eng;3.97
5933;312427808;The Housekeeper and the Professor;Yōko Ogawa, Stephen Snyder;eng;3.94
5934;044900063X;H is for Homicide (Kinsey Millhone, #8);Sue Grafton;eng;3.89
5935;1596911050;JPod;Douglas Coupland;en-US;3.7
5936;553584480;The Face;Dean Koontz;eng;3.69
5937;1594201927;The Ascent of Money: A Financial History of the World;Niall Ferguson;en-US;3.88
5938;804140413;Food: A Love Story;Jim Gaffigan;eng;3.69
5939;670012092;The Impossible Knife of Memory;Laurie Halse Anderson;eng;3.93
5940;195087453;Purgatorio (The Divine Comedy, #2);Dante Alighieri, Robert M. Durling;ita;4.01
5941;446564087;Deliver Us from Evil (A. Shaw, #2);David Baldacci;en-US;3.98
5942;525952365;One Last Thing Before I Go;Jonathan Tropper;;3.75
5943;1423116186;By the Time You Read This, I'll Be Dead;Julie Anne Peters, C.J. Bott;;3.89
5944;1451617526;The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II;Denise Kiernan;eng;3.66
5945;739317148;City of Night (Dean Koontz's Frankenstein, #2);Dean Koontz, Ed Gorman, John Bedford Lloyd;;3.97
5946;1416914234;The Quillan Games (Pendragon, #7);D.J. MacHale;eng;4.19
5947;812966929;number9dream;David Mitchell;;3.92
5948;60987324;Girlfriend in a Coma;Douglas Coupland;eng;3.61
5949;613096487;The Green Mile, Part 1: The Two Dead Girls;Stephen King;eng;4.49
5950;385722435;Ella Minnow Pea: A Novel in Letters;Mark Dunn;eng;3.84
5951;765310082;Toll the Hounds (The Malazan Book of the Fallen, #8);Steven Erikson;en-US;4.33
5952;593057775;The Bone Garden ;Tess Gerritsen;eng;4.02
5953;979962570X;Supernova: Ksatria, Puteri, dan Bintang Jatuh;Dee Lestari;ind;3.83
5954;62363239;A Head Full of Ghosts;Paul Tremblay;eng;3.82
5955;385348614;Better Than Before: Mastering the Habits of Our Everyday Lives;Gretchen Rubin;en-GB;3.81
5956;756409608;Broken Homes (Peter Grant, #4);Ben Aaronovitch;eng;4.16
5957;553563734;The King's Buccaneer (Krondor's Sons, #2);Raymond E. Feist;en-US;3.99
5958;62105620;Maya's Notebook;Isabel Allende, Anne McLean;eng;3.8
5959;60760885;One Crazy Summer (Gaither Sisters, #1);Rita Williams-Garcia;eng;3.95
5960;61931411;Dragon Haven (Rain Wild Chronicles, #2);Robin Hobb;en-US;4.06
5961;140690483X;Right Ho, Jeeves (Jeeves, #6);P.G. Wodehouse;eng;4.31
5962;316113670;If You're Reading This, It's Too Late (Secret, #2);Pseudonymous Bosch, Gilbert Ford;en-US;4.23
5963;60744545;Moonrise (Warriors: The New Prophecy, #2);Erin Hunter;en-US;4.31
5964;1590388127;The Wednesday Letters;Jason F. Wright;en-US;3.61
5965;1595142525;Betrayals (Strange Angels, #2);Lili St. Crow, Lilith Saintcrow;en-US;4.08
5966;316014508;You've Been Warned;James Patterson, Howard Roughan;eng;3.52
5967;439372941;Chasing Vermeer (Chasing Vermeer, #1);Blue Balliett, Brett Helquist;en-US;3.71
5968;031021923X;The Jesus I Never Knew;Philip Yancey;en-US;4.18
5969;743454162;Turning Angel;Greg Iles;eng;4.11
5970;;The Unidentified Redhead (Redhead, #1);Alice Clayton;eng;4.04
5971;545175305;The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future;Dav Pilkey, George Beard, Harold Hutchins;en-US;4.13
5972;689823827;A Child's Garden of Verses;Robert Louis Stevenson, Tasha Tudor;eng;4.3
5973;330339184;The Informers;Bret Easton Ellis;en-GB;3.39
5974;62351206;The Queen (The Selection, #0.4);Kiera Cass;eng;3.93
5975;61784788;The Devil Colony (Sigma Force, #7);James Rollins;eng;4.17
5976;1607062542;The Walking Dead, Vol. 12: Life Among Them;Robert Kirkman, Charlie Adlard;eng;4.34
5977;307700313;Some Luck (Last Hundred Years: A Family Saga, #1);Jane Smiley;eng;3.61
5978;826412769;Pedagogy of the Oppressed;Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull;eng;4.25
5979;1594746370;William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4);Ian Doescher;eng;3.94
